Unnamed: 0,Revenue,Revenue Growth,Cost of Revenue,Gross Profit,Operating Income,Interest Expense,Net Income,EPS,Dividend per Share,Gross Margin,EBITDA Margin,EBIT Margin,Profit Margin,Free Cash Flow margin,EBITDA,Net Profit Margin,Cash and cash equivalents,Short-term investments,Total debt,Retained earnings (deficit),Net Debt,Operating Cash Flow,Capital Expenditure,Dividend payments,Free Cash Flow,Net Cash/Marketcap,priceBookValueRatio,priceToBookRatio,priceEarningsRatio,priceToFreeCashFlowsRatio,priceToOperatingCashFlowsRatio,priceCashFlowRatio,priceEarningsToGrowthRatio,dividendYield,enterpriseValueMultiple,priceFairValue,ebitperRevenue,grossProfitMargin,operatingProfitMargin,netProfitMargin,returnOnAssets,returnOnEquity,returnOnCapitalEmployed,nIperEBT,assetTurnover,currentRatio,quickRatio,cashRatio,debtRatio,debtEquityRatio,longtermDebtToCapitalization,totalDebtToCapitalization,interestCoverage,cashFlowToDebtRatio,companyEquityMultiplier,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,payoutRatio,operatingCashFlowSalesRatio,freeCashFlowOperatingCashFlowRatio,Revenue per Share,Net Income per Share,Operating Cash Flow per Share,Free Cash Flow per Share,Shareholders Equity per Share,Interest Debt per Share,Market Cap,Enterprise Value,PE ratio,Price to Sales Ratio,POCF ratio,PFCF ratio,PB ratio,EV to Sales,Enterprise Value over EBITDA,EV to Operating cash flow,EV to Free cash flow,Earnings Yield,Free Cash Flow Yield,Debt to Equity,Debt to Assets,Net Debt to EBITDA,Current ratio,Interest Coverage,Dividend Yield,Capex to Operating Cash Flow,Capex to Revenue,Capex to Depreciation,Stock-based compensation to Revenue,Graham Number,ROIC,Return on Tangible Assets,Working Capital,Tangible Asset Value,Invested Capital,ROE,Gross Profit Growth,EBIT Growth,Operating Income Growth,Net Income Growth,EPS Growth,EPS Diluted Growth,Dividends per Share Growth,Free Cash Flow growth,10Y Revenue Growth (per Share),5Y Revenue Growth (per Share),3Y Revenue Growth (per Share),10Y Operating CF Growth (per Share),5Y Operating CF Growth (per Share),3Y Operating CF Growth (per Share),10Y Net Income Growth (per Share),5Y Net Income Growth (per Share),3Y Net Income Growth (per Share),10Y Shareholders Equity Growth (per Share),5Y Shareholders Equity Growth (per Share),3Y Shareholders Equity Growth (per Share),10Y Dividend per Share Growth (per Share),5Y Dividend per Share Growth (per Share),3Y Dividend per Share Growth (per Share),Asset Growth,Debt Growth,Sector,2015 PRICE VAR [%],Class,2016 PRICE VAR [%],2017 PRICE VAR [%],2018 PRICE VAR [%],2019 PRICE VAR [%]
EGP,219829000,0.0873,62797000,157032000,73782000,35486000,47941000,1.53,2.22,0.7143,0.699,0.3795,0.218,-0.2311,153741000,0.2181,11000,,933177000,-300852000,,116221000,-167025000,-70456000,-50804000,-0.3266,3.5362,3.5362,41.3856,0,17.3962,14.76986525,35.8058553,0.041044677,11.16539836,3.005570561,0.379508618,0.714337053,1,0.218083146,,0.0839,,1,0.139500985,,,,0.5922,1.6339,0,0,2.351,,2.759138478,3.7083,-1.621,0.0004,1.451,0.528688208,-0.437132704,7.0141,1.5297,3.7083,-1.621,18.2231,29.775,2021808360,4424149131,41.3856,9.1972,17.3962,0,3.5362,15.405,21.8786,27.3851,-80.2028,0.0242,-0.0251,1.6339,0.5922,,,2.351,0.0351,1.4371,0.7598,-2.3754,0.0234,24.8277,,,,1575824000,2508990000,0.0839,0.0883,0.2304,0.1082,0.4699,0.4167,0.4074,0.0374,0.1489,0.0289,0.0081,0.029,0.0295,0.0332,0.0484,0.0314,0.0799,0.2254,0.0073,0.0096,0.0676,0.0146,0.0131,0.022,0.0695,0.0441,Real Estate,-8.749061973,0,40.39669422,22.93903845,7.807818543,53.30604279
KRC,521725000,0.1414,145711000,376014000,122833000,67571000,180219000,1.99,1.4,0.7207,0.867,0.4749,0.32,-1.258,452268000,0.3454,98966000,,2469413000,-162964000,,245253000,-901592000,-118463000,-656339000,-0.3695,2.1964,2.1964,34.7085,0,23.6445,20.13269554,27.39779923,0.023992001,11.13625103,1.851918633,0.474943696,0.720713019,1,0.345429105,,0.0676,,1,0.092607286,,,,0.4383,0.9262,0,0,3.6671,,2.113012853,2.9516,-7.899,1.1911,0.704,0.470080981,-2.676171138,6.279,2.169,2.9516,-7.899,32.0881,29.7197,5798891894,10146929115,34.7085,11.1148,23.6445,0,2.1964,13.9192,21.5986,28.3879,-15.685,0.0288,-0.1132,0.9262,0.4383,,,3.6671,0.0203,3.6762,1.7281,-4.4092,0.0232,37.5233,,,,5633736000,8004183000,0.0676,0.162,1.0692,0.3775,4.4512,4.3784,4.2703,0,-0.3294,-0.018,-0.017,0.0468,-0.0362,-0.0178,0.0659,0.0621,0.1781,0.2306,0.0519,0.0704,0.1109,-0.0341,-0.03,0,0.1023,0.1199,Real Estate,-8.351276168,0,20.59496004,4.297675324,-13.09754618,39.96207118
TRNO,68875000,0.5128,19161000,49714000,17308000,6591000,10745000,0.23,0.57,0.7218,0.514,0.2517,0.104,-3.1391,35407000,0.156,197564000,,302470000,0,,29321000,-245526000,-15770000,-216205000,-0.2059,0.9786,0.9786,89.6957,0,23.2852,19.04707678,51.97574111,0.028237392,21.35293412,0.747593608,0.251702359,0.721800363,1,0.15600726,,0.0144,,1,0.064085565,,,,0.2814,0.4049,0,0,2.6303,,1.438665606,0.9635,-7.1043,6.4918,2.478,0.425713249,-7.373725316,2.2632,0.3531,0.9635,-7.1043,24.5469,9.9389,682745497.1,2529838187,89.6957,9.9128,23.2852,0,0.9786,17.7396,21.4963,35.3734,-11.5619,0.0111,-0.3167,0.4049,0.2814,,,2.6303,0.0276,8.3737,3.5648,-13.5867,0.0299,10.4448,,,,1074735000,1179641000,0.0144,0.5176,0.3465,1.0229,1.3254,0.5333,0.5333,0.1176,-0.1506,,,0.135,,,0.6014,,,0,,,0.1225,,,0.2386,0.6654,0.5977,Real Estate,9.508061972,1,31.75542769,26.32373473,3.346149915,61.41583508
TCO,679129000,-0.1147,261481000,417648000,245443000,90803000,893013000,13.65,2.16,0.615,1.629,1.452,1.272,-0.1168,1106290000,1.3149,313925000,,2025505000,-483188000,,363686000,-442991000,-437665000,-79305000,-1.0146,15.2001,15.2001,5.5985,0,13.3058,11.27295719,4.590993309,0.106752333,3.989678753,12.87780523,1.451981877,0.614975947,1,1.314938694,,2.805,,0.997467831,0.211244141,,,,0.63,6.3623,0,0,10.8596,,10.09822435,5.7484,-1.253,4.9618,0.158,0.535518289,-0.218058985,10.7342,14.1148,5.7484,-1.253,5.032,32.0148,4839124555,7190600246,5.5985,7.1255,13.3058,0,15.2001,11.2412,19.2885,27.3226,-106.5258,0.1786,-0.0164,6.3623,0.63,,,10.8596,0.0283,1.2181,0.6523,-3.6852,0,39.2966,,,,3214901000,4926481000,2.805,-0.1203,2.7068,-0.0875,6.8598,6.8902,6.8772,0.08,-1.9063,0.0188,-0.0216,-0.018,0.0759,0.0537,0.0658,0.4953,0,0.6088,-0.0284,0,0,0.0708,0.0515,0.0686,-0.0831,-0.3376,Real Estate,1.585522332,1,1.627510951,-8.270644374,-28.23283156,-25.91630437
STAR,462028000,0.1823,400712000,61316000,-141516000,0,16469000,-0.4,0,0.1327,0.203,0.0441,-0.073,0.5665,93952000,0.0356,472061000,,4022684000,-2556469000,,-10342000,272074000,0,261732000,-3.7564,0.9718,0.9718,0,4.4346,-112.415,,67.76458005,0,16.90305548,0.932271595,0.044112045,0.132710572,1,0.035645026,,0.0138,,0.808056523,0.084571985,,,,0.7363,3.3604,0,0,0,,4.563670127,-0.1216,3.078,5.5516,0,-0.022383925,,5.4336,0.1937,-0.1216,3.078,14.0783,47.3084,1162595875,3559241944,0,2.5163,-112.415,4.4346,0.9718,4.6904,27.7851,-114.2797,8.6549,-0.0293,0.2251,3.3604,0.7363,,,0,0,26.3077,-0.5889,3.6981,-0.0172,0,,,,5463133000,9013756000,0.0138,2.8651,1.181,0.3475,0.7835,0.7814,0.7814,0,4.7416,-0.0128,-0.0645,0.0138,0,0,0,-0.2213,0,0,-0.0449,-0.0258,-0.0652,-1,0,0,-0.0317,-0.0326,Real Estate,-13.62297961,0,8.795081889,-8.502023895,-17.49802984,64.99364689
LTC,118961000,0.1332,0,118961000,81568000,13128000,73399000,2.01,2.04,1,0.942,0.7274,0.585,0.3027,112056000,0.617,25237000,,280584000,-96212000,,95762000,-59752000,-74431000,36010000,-0.4653,2.268,2.268,21.4776,41.5,15.7081,12.54568925,16.36807441,0.061953539,10.94664537,1.819969814,0.727356024,1,1,0.61700053,,0.1112,,1,0.123305036,,,,0.2908,0.425,0,0,6.591,,1.461504785,2.7663,1.04,0.729,1.015,0.804986508,0.376036424,3.4365,2.1203,2.7663,1.04,19.0693,8.1054,1504239267,2152644913,21.4776,12.6448,15.7081,41.5,2.268,12.8706,13.9612,20.3371,-295.0041,0.0466,0.0239,0.425,0.2908,,,6.591,0.0473,0.624,0.5023,-2.3406,0.0273,29.3404,,,,964770000,1220117000,0.1112,0.1332,0.2508,0.2216,0.2859,0.2256,0.2209,0.0709,-0.0394,0.0072,0.029,0.0626,0.0031,0.0115,0.0465,0.0125,0.0214,0.0792,-0.0162,-0.0053,0.0605,0.0613,0.0551,0.0669,0.0358,0.0063,Real Estate,3.901781309,1,14.46197773,-3.193057237,0.706419525,16.7710087
ELS,776809000,0.0655,369454000,407355000,249815000,112295000,128005000,0.71,0.65,0.5244,0.453,0.3093,0.153,0.1837,352172000,0.1648,73714000,,2212246000,-254209000,,285745000,-143010000,-111469000,142735000,-0.2691,4.7234,4.7234,36.3028,30.1069,15.1377,27.16589753,60.64231388,0.0143599,22.25115395,8.511599747,0.309342451,0.524395315,1,0.164783106,,0.1404,,1,0.225401216,,,,0.6419,2.4257,0,0,2.1399,,3.778909487,1.7139,1.712,0.4421,0.915,0.367844605,0.499518802,4.6593,0.7678,1.7139,1.712,5.4701,13.2689,4325509569,10296246086,36.3028,5.5683,15.1377,30.1069,4.7234,10.7461,23.6693,26.0684,193.4694,0.0275,0.033,2.4257,0.6419,,,2.1399,0.0252,0.5005,0.1841,-1.2783,0.0097,9.3368,,,,3446339000,5584871000,0.1404,0.0556,0.0238,0.0788,0.1105,0.1008,0.1016,0.3,-0.3818,0.0416,0.0043,0.0476,0.1286,0.0467,0.1158,0.3307,0.1106,0.4052,0.317,0.2253,0.0235,-0.1069,0.1877,0.2012,0.0159,0.0091,Real Estate,34.14491253,1,15.76950291,30.72687593,15.31381821,55.02056138
CDR,148184000,0.0615,44786000,103398000,47472000,32301000,28981000,0.18,0.2,0.6978,0.675,0.4136,0.098,0.2337,99982000,0.1956,11358000,,665388000,-395087000,,50885000,-16254000,-15927000,34631000,-1.4028,0.9736,0.9736,40.7778,15.9621,11.4261,9.16030996,16.08372286,0.034169139,4.775663342,0.818401783,0.41355342,0.69776764,1,0.195574421,,0.0509,,1,0.115158858,,,,0.5171,1.1683,0,0,1.8972,,2.259282735,0.6757,0.46,0.1508,1.111,0.343390649,0.680573843,1.9676,0.3848,0.6757,0.46,7.5627,8.8352,581417555.3,1064678400,40.7778,3.9236,11.4261,15.9621,0.9736,6.9837,16.8499,18.5132,39.4779,0.0245,0.0596,1.1683,0.5171,,,1.8972,0.0272,0.3194,0.1097,-0.42,0.0238,5.5257,,,,1286779000,1940809000,0.0509,0.0629,0.2453,0.2297,13.8851,7,7,0,0.1857,-0.0433,-0.0831,0.0016,-0.0484,-0.0967,0.0469,-0.0208,0,0,-0.0606,-0.0827,0.0055,-0.1332,-0.003,-0.1779,-0.0339,-0.104,Real Estate,-0.935448205,0,-0.342590421,-5.362499631,-46.56583387,1.683173654
BPY,2535559000,0.0199,783602000,1751957000,941513000,699285000,665850000,0.74,1,0.691,0.824,0.5413,0.256,-0.0838,2090452000,0.2626,372471000,,16185985000,-2822740000,,949724000,-1162186000,-534869000,-212462000,-7.8836,,,30.9054,0,11.6926,1.925420044,2.746290644,0.292499095,1.052924739,0.240420339,0.541256583,0.690954933,1,0.262604814,,0.0875,,0.989224532,0.100292536,,,,0.6402,2.1281,0,0,1.9626,,3.323941788,9.2636,-2.0724,3.6331,1.351,0.37456198,-0.223709204,24.7318,6.4947,9.2636,-2.0724,74.188,157.8778,4967520000,,30.9054,0.9247,11.6926,0,,,,,,0.0324,-0.0225,2.1281,0.6402,,,1.9626,0.0437,1.2237,0.4584,-1.6185,0,,,,,25281632000,41095146000,0.0875,0.0485,0.3376,0.1203,1.2531,1.3871,1.2258,0.5924,-2.4956,,,,,,,,,,,,,,,0,-0.0187,0.0182,Real Estate,7.390663266,1,3.250190293,5.662904112,-22.55027773,21.27388137
CIO,36896000,0.8006,15014000,21882000,2615000,10952000,-5010000,-0.59,0.653,0.5931,0.56,0.161,-0.136,-2.3291,20671000,-0.1358,45955000,,189940000,-11320000,,7787000,-93721000,-4784000,-85934000,-0.8348,1.5182,2.398,0,0,13.4672,10.05636528,,0.061091383,6.011509671,0.977505167,0.161047268,0.59307242,1,-0.135787077,,-0.0625,,,0.122372357,,,,0.63,2.371,0,0,0.5425,,3.763603001,0.9187,-10.1385,5.4218,-1.107,0.211052689,-11.03557211,4.353,-0.5911,0.9187,-10.1385,9.4515,22.4092,104869312,909850777.5,0,2.8423,13.4672,0,1.5182,7.7302,8.1687,25.2898,-3.8545,-0.0461,-0.8194,2.371,0.63,,,0.5425,0.051,12.0356,2.5401,-6.363,0.0296,0,,,,272115000,416100000,-0.0625,0.8197,3.8113,-0.0563,-0.2122,,,0,-0.2641,,,,,,,,,,,,,,,,1.1086,0.728,Real Estate,1.898251835,1,15.65629153,4.983996046,-14.7310675,41.73737902
BRG,30363000,1.5156,13213000,17150000,-3565000,8427000,-5172000,-0.96,0.87,0.5648,0.543,0.1072,-0.17,-2.0469,16486000,-0.1703,34150000,,212843000,-21213000,,5145000,-67296000,-5771000,-62151000,-4.9976,0.7241,0.7241,0,0,19.9036,8.952804034,,0.125287175,4.865472325,0.498589346,0.107202846,0.564832197,1,-0.170338899,,-0.056,,,0.087732529,,,,0.615,2.3039,0,0,0.3863,,3.746127618,0.956,-11.5484,6.3455,-0.906,0.169449659,-12.07988338,5.6418,-0.961,0.956,-11.5484,17.1662,39.5488,102403896.2,1225001579,0,3.3727,19.9036,0,0.7241,8.9245,16.6712,24.1971,-2.858,-0.0772,-0.6069,2.3039,0.615,,,0.3863,0.07,13.0799,2.2164,-5.0862,0.1031,0,,,,346086000,524779000,-0.056,1.6376,1.0043,-2.1689,-0.7408,0.6444,0.6444,0,-2.0275,,,0,,,0,,,0,,,0,,,0,1.006,1.0445,Real Estate,4.802813885,1,29.06463618,-20.12288717,-3.953731631,39.08455662
HASI,45275000,11.4725,0,45275000,26451000,16655000,9607000,0.43,0.92,1,0.639,0.5806,0.212,-0.497,28919000,0.2122,58199000,,634944000,-25006000,,5123000,-27624000,-13864000,-22501000,-1.3037,1.0915,1.1937,33.093,0,75.9635,44.43657055,23.69611231,0.060900893,9.88442031,0.845337528,0.580629486,1,1,0.212192159,,0.0357,,0.997300945,0.044885306,,,,0.6295,2.3578,0,0,1.5784,,3.745583905,0.248,-1.0893,2.8174,2.14,0.113152954,-4.392153035,2.1918,0.4651,0.248,-1.0893,13.0368,30.7377,389161058.1,2453738514,33.093,8.5955,75.9635,0,1.0915,20.8756,21.9482,194.9423,-44.3923,0.0302,-0.0578,2.3578,0.6295,,,1.5784,0.0647,5.3922,0.6101,-10.4994,0.1146,11.2309,,,,985624000,1562369000,0.0357,11.4725,3.4545,3.1117,1.9185,1.6324,1.6324,1.1905,-1.0927,,,,,,,,,,,,,,,0,0.7652,0.8839,Real Estate,39.02978022,1,7.101637946,35.42486659,-15.19266717,70.53252892
ACC,733915000,0.1163,352913000,381002000,154986000,90362000,62839000,0.59,1.5,0.5191,0.48,0.2105,0.086,-0.2361,352051000,0.0856,56999000,,2972719000,-487986000,,262243000,-435494000,-159409000,-173251000,-0.0563,1.6708,1.6708,70.1017,0,16.5789,13.85484198,57.81975087,0.043874013,10.48238558,1.392320421,0.210527105,0.519136412,1,0.085621632,,0.0241,,0.979609335,0.125783496,,,,0.5095,1.1392,0,0,1.7099,,2.235917709,2.4968,-1.65,0.5427,2.542,0.357320671,-0.660650618,6.9875,0.5983,2.4968,-1.65,24.8453,28.3029,4347690241,7263410241,70.1017,5.924,16.5789,0,1.6708,10.1241,18.7666,23.9699,-37.9586,0.0143,-0.0398,1.1392,0.5095,,,1.7099,0.0363,1.6607,0.5934,-2.2046,0.0098,18.1276,,,,5834748000,8750468000,0.0241,0.1249,-0.1589,0.1763,-0.3995,-0.404,-0.4082,0.0586,0.1365,0.095,0.0325,0.1016,0.2028,0.0862,0.109,0,0,-0.0989,,0.0612,0.0775,0,0.0213,0.0357,0.0423,0.0832,Real Estate,2.203119763,1,26.6676629,-12.63369161,5.663301947,21.79918845
AHT,794849000,-0.154,545523000,249326000,76692000,114502000,-31401000,-0.75,1.104,0.3137,0.246,0.1061,-0.082,0.027,195298000,-0.0395,300893000,,1943133000,-1050323000,,111319000,-89836000,-85417000,21483000,-4.2847,1.7454,1.7454,0,42.2375,8.3207,5.928470249,,0.129429232,4.919888476,1.241366468,0.106142173,0.313677189,1,-0.039505617,,-0.0591,,,0.286937703,,,,0.7015,3.655,0,0,0.7368,,5.210568193,1.2704,0.245,3.434,-1.472,0.1400505,0.192985923,9.0713,-0.3584,1.2704,0.245,6.0673,22.1763,926256618.5,4187646740,0,1.1653,8.3207,42.2375,1.7454,2.9361,11.1098,24.4618,89.4586,-0.0724,0.0232,3.655,0.7015,,,0.7368,0.1066,0.807,0.113,-0.8098,0.0241,0,,,,2770110000,4412350000,-0.0591,-0.1635,-0.1655,-0.3439,0.1313,0.25,0.25,-0.7626,1.5598,0.0783,-0.0577,-0.1322,0.1698,0.0584,0.0181,0,0,0,-0.0355,-0.1306,-0.2718,0.1069,0,0.4808,0.0348,0.0683,Real Estate,-36.026997,0,38.75906826,-8.242373214,-36.21847864,-25.0740113
DS,291537000,0.8823,284375000,7162000,-54276000,80022000,33246000,0.45,28.03,0.0246,0.829,0.3892,0.095,0.1286,241733000,0.114,89441000,,1314840000,-3041880000,,37479000,0,-145299000,37479000,0.025,1.1553,1.7188,9.9778,7.3678,7.9547,0,0,,0.369999131,0,0.389233614,0.02456635,1,0.114036983,,0.1287,,0.993782507,0.16546683,,,,0.7463,5.0905,0,0,1.4181,,6.82137271,0.6094,0.609,1.4543,62.289,0.128556581,1,4.7404,0.5406,0.6094,0.609,4.1998,21.3792,298135357.9,270025664.4,9.9778,1.0226,7.9547,7.3678,1.1553,0.9035,1.618,28.8397,-84.1726,0.1002,0.1257,5.0905,0.7463,,,1.4181,6.2428,0,0,0,0.0011,6.2734,,,,1677220000,2902619000,0.1287,-0.9538,-0.2506,-1.5144,-0.8103,-0.8576,-0.8576,-0.3458,-0.647,,,-0.2504,,,-0.4734,,,-0.7105,,,-0.3315,,,1.1062,-0.6358,-0.3226,Real Estate,-0.472200704,0,2.683127481,33.25301404,-31.82608563,-10.73170315
ARR,-141450000,0.0564,27857000,-169307000,-179048000,0,-179048000,-4.32,4.8,1.1969,1.266,1.2658,1.376,-2.2276,-179048000,1.2658,623565000,,13888933000,-1052969000,,315100000,0,-215163000,315100000,0.3576,0.7513,0.7513,0,4.1721,4.1726,2.16545683,,0.315333171,,0.390064001,,,,,,-0.1024,,,-0.008685482,,,,0.8528,7.9397,0,0,0,,9.309942142,7.0565,7.056,13.9644,-1.111,,1,-3.1677,-4.0097,7.0565,7.056,39.1743,311.0345,1314784630,6880463738,0,0,4.1726,4.1721,0.7513,35.5352,43.8118,101.4459,101.4459,-0.1467,0.2397,7.9397,0.8528,,,0,0.163,0,0,0,-0.0082,0,,,,16285798000,29551166000,-0.1024,0.0491,0.0428,0.0428,0.0327,0.0182,0.0182,-0.2593,-0.1463,,0,0,,0,-0.2287,,0,0,,0.3605,-0.217,,0,-0.2478,0.0352,0.0555,Real Estate,-20.25350485,0,15.65930973,28.11748294,-11.27604131,-3.340317791
RMAX,170984000,0.0763,0,170984000,63835000,9295000,13436000,1.16,0.251,1,0.281,0.1911,0.079,0.3651,47995000,0.0786,107892000,0,211673000,12041000,103781000,64445000,-2021000,-2901000,62424000,-0.2605,1.5677,3.8368,29.5259,6.3707,6.1822,5.496983944,26.36596683,0.00818906,13.84223628,1.390263845,0.191123146,1,1,0.078580452,0.148,0.0527,0.0922,0.57458091,0.477173085,3.065,2.924339021,2.528876805,0.5907,0.8307,0.442456944,0.453763588,3.5158,0.304455457,1.406251717,5.5503,5.3762,9.2921,0.216,0.376906611,0.968639926,14.7258,1.1572,5.5503,5.3762,21.9453,18.2301,398411481,502192481,29.5259,2.3301,6.1822,6.3707,1.5677,2.9371,10.4634,7.7926,8.0449,0.0339,0.1567,0.8307,0.5907,2.1623,3.065,3.5158,0.0073,0.0314,0.0118,-0.132,0.0117,23.879,0.0922,0.148,88102000,207634000,268751000,0.0527,0.0763,0.7202,0.3559,7.9216,7.9231,8.1667,0,0.2745,,,,,,,,,,,,,,,0,0.0156,-0.0733,Real Estate,14.51952213,1,55.64699488,-12.2812064,-35.33632447,25.86584731
MMI,572188000,0.3127,350102000,222086000,84606000,1651000,49531000,1.27,0,0.3881,0.154,0.1479,0.087,0.1204,87840000,0.0866,149159000,0,11504000,41592000,-137655000,71437000,-2565000,0,68872000,0.113,11.0625,11.0625,26.1811,18.7565,17.0464,18.08300671,26.08055056,0,16.52509961,11.05904297,0.147912924,0.388134669,1,0.086564206,0.4701,0.424,2.9158,0.596881289,2.44939299,2.453,2.270266651,2.219495863,0.0492,0.0985,0.083268586,0.089655764,51.2623,6.209753129,1.999880146,1.8387,1.7727,3.8393,0,0.124848826,0.964094237,14.7278,1.2749,1.8387,1.7727,3.0066,0.2961,1217740718,1080085718,26.1811,2.1282,17.0464,18.7565,11.0625,1.8876,12.2961,15.1194,15.6825,0.0382,0.0566,0.0985,0.0492,-1.5671,2.453,51.2623,0,0.0359,0.0045,-0.8001,0.0088,9.268,2.9158,0.4701,97669000,233604000,28745000,0.424,0.2968,2.839,2.9747,5.0359,4.2917,4.2917,0,-0.2529,,,,,,,,,,,,,,,0,0.3962,-0.0689,Real Estate,-12.93696347,0,-3.642265581,23.24263696,6.054998344,9.494413577
JOE,701873000,4.3474,136798000,565075000,513250000,8608000,406453000,4.4,0,0.8051,0.768,0.7559,0.579,0.4359,538990000,0.5791,34515000,,241145000,80582000,,331035000,-25075000,0,305960000,-0.1368,1.7477,1.7477,4.1795,5.5476,5.1277,5.12740471,4.176006619,0,3.213167996,1.747667514,0.755931629,0.805095794,1,0.579097643,,0.4185,,0.778705265,0.538603445,,,,0.185,0.2483,0,0,61.6366,,1.341765779,3.5866,3.315,0.374,0,0.471645155,0.924252723,7.6045,4.4037,3.5866,3.315,10.5226,2.6127,1697445476,1873974476,4.1795,2.4185,5.1277,5.5476,1.7477,2.67,3.4768,5.661,6.1249,0.2393,0.1802,0.2483,0.185,,,61.6366,0,0.0757,0.0357,-2.9773,0.0003,32.2766,,,,1303135000,1509765000,0.4185,11.7433,79.1341,659.5534,80.4535,87,87,0,23.0176,-0.0365,0.3842,0.6901,0.0784,0.4554,0,0.1402,0,0,0.0491,0.0164,0.2132,-1,0,0,0.9465,4.4537,Real Estate,1.147546451,1,7.405310494,-5.249344042,-27.43801458,51.48968444
RMR,285046000,0.0964,0,285046000,14472000,0,10293000,,0,1,0.046,0.0371,0.036,0.1063,13019000,0.0361,141731000,0,0,0,-141731000,31681000,-1392000,0,30289000,0.0561,1.8867,1.8867,25.8478,1.8649,6.2643,,,,10.88647362,,0.037092259,1,1,0.036109961,0.0507,0.0447,0.0941,0.97351745,0.992420523,4.967,5.058509131,2.869397093,0,0,0,0,0,,1.247472247,,,,,0.111143465,0.956061993,,,,,,,446710000,421629000,25.8478,1.7434,6.2643,1.8649,1.8867,1.6455,6.2258,5.9126,5.9676,0.0387,0.1582,0,0,-10.8865,4.967,0,0,0.0439,0.0049,-0.5691,0,8.0762,0.0941,0.0507,195964000,287223000,96098000,0.0447,0.0964,1.3331,1.4499,1.3234,,,0,8.5549,,,,,,,,,,,,,,,,,,Real Estate,21.19426836,1,158.7409272,49.11360921,-9.555448815,-13.46182097
FPI,4218000,0.7949,249000,3969000,557000,1372000,-568000,-0.15,0.326,0.941,0.269,0.1906,-0.151,0.4118,1133000,-0.1347,34155714,,113513407,-2698410,,1783000,-46000,-1642000,1737000,-1.8465,0.6691,0.6691,0,25.5605,45.1417,20.35694307,,0.045238609,62.18194484,0.546985533,0.190611664,0.940967283,1,-0.134660977,,-0.0086,,,0.021020809,,,,0.5657,1.7106,0,0,0.586,,3.023911617,0.4181,0.4073,8.0084,-2.173,0.422712186,0.974200785,0.989,-0.1332,0.4181,0.4073,15.5585,26.6151,80487569.55,761953837.5,0,19.0819,45.1417,25.5605,0.6691,15.1551,22.6415,40.9301,-176.2966,-0.0144,0.0216,1.7106,0.5657,,,0.586,0.0313,0.0258,0.0109,-0.1398,0.1615,0,,,,200658314,280016007,-0.0086,0.7163,-0.4159,-0.5953,-19.6703,,,0,4.6293,,,,,,,,,,,,,,,,4.0582,1.6358,Real Estate,8.054463688,1,8.397206027,-16.49566201,-45.51073883,37.21981347
FOR,218576000,-0.0822,130560000,98606000,23942000,34066000,16583000,-6.22,0,0.4511,0.459,-0.6581,0.07,-0.0485,109434000,0.0696,96442000,,432744000,-46046000,,35126000,-64407000,0,-11561000,0.561,0.7485,0.8195,0,0,10.4698,0,0,,0.881280041,0,-0.65812349,0.451129127,1,0.075868348,,0.0234,,,0.22481553,,,,0.3439,0.6119,0,0,-4.2227,,1.938289474,3.032,-0.541,4.8171,0,0.160703828,-0.32912942,6.7436,0.4695,3.032,-0.541,20.0244,12.2531,367761829.7,482674454,0,1.6825,10.4698,0,0.7485,4.212,6.6243,-3.5906,-3.7561,-0.5686,-0.0796,0.6119,0.3439,,,-4.2227,0,1.8336,0.2947,-1.4286,0.0143,0,,,,928791000,1454685000,0.0234,-0.1732,0.1979,0.5149,1.2656,-0.5309,-0.525,0,-0.1317,,-0.0052,0.0635,,0,0,,-0.1211,-0.3935,,0.0419,0.0174,,0,0,0.0734,0.2154,Real Estate,-29.51031406,0,23.49117572,63.56877555,-37.4717805,52.07877698
PICO,192488000,0.2017,158200000,34288000,-46969000,0,-52425000,-2.3,0,0.1781,-0.275,-0.2906,-0.272,-0.7967,-52885000,-0.2724,62677000,,135451000,-69508000,,-148092000,-5270000,0,-153362000,0.1167,1.0162,1.4467,0,0,-2.8987,,,0,,0.728801612,-0.290610324,0.178130585,1,-0.27235464,,-0.1232,,,0.239280795,,,,0.1684,0.3183,0,0,0,,1.890669619,-6.4947,-6.726,2.7488,0,-0.769357051,,8.4417,-2.2991,-6.4947,-6.726,18.6598,5.9403,429267280,231753782.5,0,2.2301,-2.8987,0,1.0162,18.6823,0,-194.7511,-207.6647,-0.122,-0.3573,0.3183,0.1684,,,0,0,0,0.0274,-1.7256,0.0367,0,,,,677832000,750606000,-0.1232,-0.508,-2.1136,-44.5126,-1.3511,-1.3469,-1.3469,0,-1.4683,0.1679,0.616,0.4344,0,0,0,0,0,0,-0.0039,-0.0769,-0.0553,0,0,0,0.0549,-0.0096,Real Estate,-45.07717288,0,56.34674536,14.4650659,-27.46031693,19.18542311
